ID,voter_reg_num,first_name,last_name,dob,sex,race,info1,info2,info3,info4,info5,type,file_id,cntfn,cntln,same
15,1000001976,JEAN EWART,ABERNATHY,08/27/1930,F,B,m@gmail.com,77064,CA,9796542356,Gorge Bush,1,A13,5,5,0
16,1000001971,JEAN EWART,ABERNATHY,08/27/1930,F,W,i@gmail.com,77064,CA,9796542356,Gorge Bush,1,A9,5,5,0
16,1000001971,JEAN EWART,ABERNATHY,08/27/1930,F,W,i@gmail.com,77064,CA,9796542356,Gorge Bush,1,B9,5,5,0
17,1000001971,JEAN EWART,ABERNATHY,08/27/1930,F,W,i@gmail.com,77064,CA,9796542356,Gorge Bush,1,A9,5,5,0
17,1000001972,JEAN EWART,ABERNATHY,08/28/1930,F,W,j@gmail.com,77064,CA,9796542356,Gorge Bush,1,B10,5,5,0
18,1000001971,JEAN EWART,ABERNATHY,08/27/1930,F,W,i@gmail.com,77064,CA,9796542356,Gorge Bush,1,A9,5,5,0
18,1000001972,JEAN EWART,ABERNATHY,08/28/1930,F,W,k@gmail.com,77064,CA,9796542356,Gorge Bush,1,B11,5,5,0
19,1000001971,JEAN EWART,ABERNATHY,08/27/1930,F,W,i@gmail.com,77064,CA,9796542356,Gorge Bush,1,A9,5,5,0
19,1000001971,JEAN EWART,ABERNATHY,08/27/1930,M,W,l@gmail.com,77064,CA,9796542356,Gorge Bush,1,B12,5,5,0
20,1000001971,JEAN EWART,ABERNATHY,08/27/1930,F,W,i@gmail.com,77064,CA,9796542356,Gorge Bush,1,A9,5,5,0
20,1000001976,JEAN EWART,ABERNATHY,08/27/1930,F,B,m@gmail.com,77064,CA,9796542356,Gorge Bush,1,B13,5,5,0
21,1000000657,LYNN,WILDING,07/04/1946,M,W,b@gmail.com,77840,TX,2188765432,AMAA,1,A2,8,8,0
21,1000000657,LYNN,WILDING,07/04/1946,M,W,a@gmail.com,77845,TX,2188765432,AMAB,1,A1,8,8,0
22,1000000657,LYNN,WILDING,07/04/1946,M,W,b@gmail.com,77840,TX,2188765432,AMAA,1,A2,8,8,0
22,1000000623,LYNN,WILDING,07/05/1946,M,W,c@gmail.com,77843,TX,2188765432,JAMES,1,A3,8,8,0
23,1000000657,LYNN,WILDING,07/04/1946,M,W,b@gmail.com,77840,TX,2188765432,AMAA,1,A2,8,8,0
23,1000000623,LYNN,WILDING,07/05/1946,M,W,d@gmail.com,77843,TX,9796542356,PAUL,1,A4,8,8,0
24,1000000657,LYNN,WILDING,07/04/1946,M,W,b@gmail.com,77840,TX,2188765432,AMAA,1,A2,8,8,0
24,1000000657,LYNN,WILDING,07/01/1946,M,W,e@gmail.com,77843,NY,9791233445,JEAN EWART,1,A5,8,8,0
25,1000000657,LYNN,WILDING,07/04/1946,M,W,b@gmail.com,77840,TX,2188765432,AMAA,1,A2,8,8,0
25,1000000657,LYNN,WILDING,07/04/1946,F,W,f@gmail.com,77840,NY,2188765432,LYNN I,1,A6,8,8,0
26,1000000657,LYNN,WILDING,07/04/1946,M,W,b@gmail.com,77840,TX,2188765432,AMAA,1,A2,8,8,0
26,1000000657,LYNN,WILDING,07/04/1946,M,B,g@gmail.com,77840,NY,9798898889,JEAN EWART,1,A7,8,8,0
27,1000000657,LYNN,WILDING,07/04/1946,M,W,b@gmail.com,77840,TX,2188765432,AMAA,1,A2,8,8,0
27,1000000657,LYNN,WILDING,07/04/1946,M,B,h@gmail.com,77840,NY,9798888889,WILDING,1,A8,8,8,0
28,1000000657,LYNN,WILDING,07/04/1946,M,W,b@gmail.com,77840,TX,2188765432,AMAA,1,A2,8,8,0
28,1000000657,LYNN,WILDING,07/04/1946,M,W,a@gmail.com,77845,TX,2188765432,AMAB,1,B1,8,8,0
29,1000000657,LYNN,WILDING,07/04/1946,M,W,b@gmail.com,77840,TX,2188765432,AMAA,1,A2,8,8,0
29,1000000657,LYNN,WILDING,07/04/1946,M,W,b@gmail.com,77840,TX,2188765432,AMAA,1,B2,8,8,0
30,1000000657,LYNN,WILDING,07/04/1946,M,W,b@gmail.com,77840,TX,2188765432,AMAA,1,A2,8,8,0
30,1000000623,LYNN,WILDING,07/05/1946,M,W,c@gmail.com,77843,TX,2188765432,JAMES,1,B3,8,8,0
31,1000000657,LYNN,WILDING,07/04/1946,M,W,b@gmail.com,77840,TX,2188765432,AMAA,1,A2,8,8,0
31,1000000623,LYNN,WILDING,07/05/1946,M,W,d@gmail.com,77843,TX,9796542356,PAUL,1,B4,8,8,0
32,1000000657,LYNN,WILDING,07/04/1946,M,W,b@gmail.com,77840,TX,2188765432,AMAA,1,A2,8,8,0
32,1000000657,LYNN,WILDING,07/01/1946,M,W,e@gmail.com,77843,NY,9791233445,JEAN EWART,1,B5,8,8,0
33,1000000657,LYNN,WILDING,07/04/1946,M,W,b@gmail.com,77840,TX,2188765432,AMAA,1,A2,8,8,0
33,1000000657,LYNN,WILDING,07/04/1946,F,W,f@gmail.com,77840,NY,2188765432,LYNN I,1,B6,8,8,0
34,1000000657,LYNN,WILDING,07/04/1946,M,W,b@gmail.com,77840,TX,2188765432,AMAA,1,A2,8,8,0
34,1000000657,LYNN,WILDING,07/04/1946,M,B,g@gmail.com,77840,NY,9798898889,JEAN EWART,1,B7,8,8,0
35,1000000657,LYNN,WILDING,07/04/1946,M,W,b@gmail.com,77840,TX,2188765432,AMAA,1,A2,8,8,0
35,1000000657,LYNN,WILDING,07/04/1946,M,B,h@gmail.com,77840,NY,9798888889,WILDING,1,B8,8,8,0
101,1000013651,CLARETTA,ADAMS,10/31/1944,F,B,n@gmail.com,77840,TX,9796542356,ADAMS,1,A14,6,6,0
101,1000013655,CLARETTA,ADAMS,10/31/1944,F,B,o@gmail.com,77840,Tx,9796542356,ADAMS,1,A15,6,6,0
102,1000013651,CLARETTA,ADAMS,10/31/1944,F,B,n@gmail.com,77840,TX,9796542356,ADAMS,1,A14,6,6,0
102,1000013651,CLARETTA,ADAMS,10/31/1944,M,B,r@gmail.com,77064,TX,6636500439,ADAMS,1,A18,6,6,0
103,1000013651,CLARETTA,ADAMS,10/31/1944,F,B,n@gmail.com,77840,TX,9796542356,ADAMS,1,A14,6,6,0
103,1000013651,CLARETTA,ADAMS,10/31/1944,F,W,s@gmail.com,77064,Tx,6636500439,ADAMS,1,A19,6,6,0
104,1000013651,CLARETTA,ADAMS,10/31/1944,F,B,n@gmail.com,77840,TX,9796542356,ADAMS,1,A14,6,6,0
104,1000013651,CLARETTA,ADAMS,10/31/1944,F,B,n@gmail.com,77840,TX,9796542356,ADAMS,1,B14,6,6,0
105,1000013651,CLARETTA,ADAMS,10/31/1944,F,B,n@gmail.com,77840,TX,9796542356,ADAMS,1,A14,6,6,0
105,1000013655,CLARETTA,ADAMS,10/31/1944,F,B,o@gmail.com,77840,Tx,9796542356,ADAMS,1,B15,6,6,0
106,1000013651,CLARETTA,ADAMS,10/31/1944,F,B,n@gmail.com,77840,TX,9796542356,ADAMS,1,A14,6,6,0
106,1000013651,CLARETTA,ADAMS,10/31/1944,M,B,r@gmail.com,77064,TX,6636500439,ADAMS,1,B18,6,6,0
107,1000013651,CLARETTA,ADAMS,10/31/1944,F,B,n@gmail.com,77840,TX,9796542356,ADAMS,1,A14,6,6,0
107,1000013651,CLARETTA,ADAMS,10/31/1944,F,W,s@gmail.com,77064,Tx,6636500439,ADAMS,1,B19,6,6,0
108,1000013651,CLARETTA,ADAMS,10/31/1945,F,B,q@gmail.com,77840,TX,6636500439,ADAMS,1,A17,6,6,0
108,1000013651,CLARETTA,ADAMS,10/31/1945,F,B,q@gmail.com,77840,TX,6636500439,ADAMS,1,B17,6,6,0
109,1000013651,CLARETTA,ADAMS,10/31/1946,F,B,p@gmail.com,77840,TX,9796542356,ADAMS,1,A16,6,6,0
109,1000013651,CLARETTA,ADAMS,10/31/1946,F,B,p@gmail.com,77840,TX,9796542356,ADAMS,1,B16,6,6,0
110,1000001971,JEAN EWART,ABERNATHY,08/27/1930,F,W,i@gmail.com,77064,CA,9796542356,Gorge Bush,1,A9,5,5,0
110,1000001971,JEAN EWART,ABERNATHY,08/27/1930,M,W,l@gmail.com,77064,CA,9796542356,Gorge Bush,1,A12,5,5,0
111,1000001971,JEAN EWART,ABERNATHY,08/27/1930,F,W,i@gmail.com,77064,CA,9796542356,Gorge Bush,1,A9,5,5,0
111,1000001976,JEAN EWART,ABERNATHY,08/27/1930,F,B,m@gmail.com,77064,CA,9796542356,Gorge Bush,1,A13,5,5,0
112,1000001971,JEAN EWART,ABERNATHY,08/27/1930,F,W,i@gmail.com,77064,CA,9796542356,Gorge Bush,1,A9,5,5,0
112,1000001971,JEAN EWART,ABERNATHY,08/27/1930,F,W,i@gmail.com,77064,CA,9796542356,Gorge Bush,1,B9,5,5,0
113,1000001971,JEAN EWART,ABERNATHY,08/27/1930,F,W,i@gmail.com,77064,CA,9796542356,Gorge Bush,1,A9,5,5,0
113,1000001971,JEAN EWART,ABERNATHY,08/27/1930,M,W,l@gmail.com,77064,CA,9796542356,Gorge Bush,1,B12,5,5,0
114,1000001971,JEAN EWART,ABERNATHY,08/27/1930,F,W,i@gmail.com,77064,CA,9796542356,Gorge Bush,1,A9,5,5,0
114,1000001976,JEAN EWART,ABERNATHY,08/27/1930,F,B,m@gmail.com,77064,CA,9796542356,Gorge Bush,1,B13,5,5,0
115,1000001972,JEAN EWART,ABERNATHY,08/28/1930,F,W,j@gmail.com,77064,CA,9796542356,Gorge Bush,1,A10,5,5,0
115,1000001972,JEAN EWART,ABERNATHY,08/28/1930,F,W,k@gmail.com,77064,CA,9796542356,Gorge Bush,1,A11,5,5,0
116,1000001972,JEAN EWART,ABERNATHY,08/28/1930,F,W,j@gmail.com,77064,CA,9796542356,Gorge Bush,1,A10,5,5,0
116,1000001972,JEAN EWART,ABERNATHY,08/28/1930,F,W,j@gmail.com,77064,CA,9796542356,Gorge Bush,1,B10,5,5,0
117,1000001972,JEAN EWART,ABERNATHY,08/28/1930,F,W,j@gmail.com,77064,CA,9796542356,Gorge Bush,1,A10,5,5,0
117,1000001972,JEAN EWART,ABERNATHY,08/28/1930,F,W,k@gmail.com,77064,CA,9796542356,Gorge Bush,1,B11,5,5,0
118,1000000657,LYNN,WILDING,07/01/1946,M,W,e@gmail.com,77843,NY,9791233445,JEAN EWART,1,A5,8,8,0
118,1000000657,LYNN,WILDING,07/01/1946,M,W,e@gmail.com,77843,NY,9791233445,JEAN EWART,1,B5,8,8,0
119,1000000657,LYNN,WILDING,07/04/1946,M,W,b@gmail.com,77840,TX,2188765432,AMAA,1,A2,8,8,0
119,1000000657,LYNN,WILDING,07/04/1946,M,W,a@gmail.com,77845,TX,2188765432,AMAB,1,A1,8,8,0
120,1000000657,LYNN,WILDING,07/04/1946,M,W,b@gmail.com,77840,TX,2188765432,AMAA,1,A2,8,8,0
120,1000000657,LYNN,WILDING,07/04/1946,F,W,f@gmail.com,77840,NY,2188765432,LYNN I,1,A6,8,8,0
121,1000000657,LYNN,WILDING,07/04/1946,M,W,b@gmail.com,77840,TX,2188765432,AMAA,1,A2,8,8,0
121,1000000657,LYNN,WILDING,07/04/1946,M,B,g@gmail.com,77840,NY,9798898889,JEAN EWART,1,A7,8,8,0
122,1000000657,LYNN,WILDING,07/04/1946,M,W,b@gmail.com,77840,TX,2188765432,AMAA,1,A2,8,8,0
122,1000000657,LYNN,WILDING,07/04/1946,M,B,h@gmail.com,77840,NY,9798888889,WILDING,1,A8,8,8,0
123,1000000657,LYNN,WILDING,07/04/1946,M,W,b@gmail.com,77840,TX,2188765432,AMAA,1,A2,8,8,0
123,1000000657,LYNN,WILDING,07/04/1946,M,W,a@gmail.com,77845,TX,2188765432,AMAB,1,B1,8,8,0
124,1000000657,LYNN,WILDING,07/04/1946,M,W,b@gmail.com,77840,TX,2188765432,AMAA,1,A2,8,8,0
124,1000000657,LYNN,WILDING,07/04/1946,M,W,b@gmail.com,77840,TX,2188765432,AMAA,1,B2,8,8,0
125,1000000657,LYNN,WILDING,07/04/1946,M,W,b@gmail.com,77840,TX,2188765432,AMAA,1,A2,8,8,0
125,1000000657,LYNN,WILDING,07/04/1946,F,W,f@gmail.com,77840,NY,2188765432,LYNN I,1,B6,8,8,0
126,1000000657,LYNN,WILDING,07/04/1946,M,W,b@gmail.com,77840,TX,2188765432,AMAA,1,A2,8,8,0
126,1000000657,LYNN,WILDING,07/04/1946,M,B,g@gmail.com,77840,NY,9798898889,JEAN EWART,1,B7,8,8,0
127,1000000657,LYNN,WILDING,07/04/1946,M,W,b@gmail.com,77840,TX,2188765432,AMAA,1,A2,8,8,0
127,1000000657,LYNN,WILDING,07/04/1946,M,B,h@gmail.com,77840,NY,9798888889,WILDING,1,B8,8,8,0
128,1000000623,LYNN,WILDING,07/05/1946,M,W,c@gmail.com,77843,TX,2188765432,JAMES,1,A3,8,8,0
128,1000000623,LYNN,WILDING,07/05/1946,M,W,d@gmail.com,77843,TX,9796542356,PAUL,1,A4,8,8,0
129,1000000623,LYNN,WILDING,07/05/1946,M,W,c@gmail.com,77843,TX,2188765432,JAMES,1,A3,8,8,0
129,1000000623,LYNN,WILDING,07/05/1946,M,W,c@gmail.com,77843,TX,2188765432,JAMES,1,B3,8,8,0
130,1000000623,LYNN,WILDING,07/05/1946,M,W,c@gmail.com,77843,TX,2188765432,JAMES,1,A3,8,8,0
130,1000000623,LYNN,WILDING,07/05/1946,M,W,d@gmail.com,77843,TX,9796542356,PAUL,1,B4,8,8,0
201,1000001971,JEAN EWART,ABERNATHY,08/27/1930,F,W,i@gmail.com,77064,CA,9796542356,Gorge Bush,1,A9,5,5,0
201,1000001971,JEAN EWART,ABERNATHY,08/27/1930,M,W,l@gmail.com,77064,CA,9796542356,Gorge Bush,1,A12,5,5,0
202,1000001971,JEAN EWART,ABERNATHY,08/27/1930,F,W,i@gmail.com,77064,CA,9796542356,Gorge Bush,1,A9,5,5,0
202,1000001976,JEAN EWART,ABERNATHY,08/27/1930,F,B,m@gmail.com,77064,CA,9796542356,Gorge Bush,1,A13,5,5,0
203,1000001971,JEAN EWART,ABERNATHY,08/27/1930,F,W,i@gmail.com,77064,CA,9796542356,Gorge Bush,1,A9,5,5,0
203,1000001971,JEAN EWART,ABERNATHY,08/27/1930,F,W,i@gmail.com,77064,CA,9796542356,Gorge Bush,1,B9,5,5,0
204,1000001971,JEAN EWART,ABERNATHY,08/27/1930,F,W,i@gmail.com,77064,CA,9796542356,Gorge Bush,1,A9,5,5,0
204,1000001971,JEAN EWART,ABERNATHY,08/27/1930,M,W,l@gmail.com,77064,CA,9796542356,Gorge Bush,1,B12,5,5,0
205,1000001971,JEAN EWART,ABERNATHY,08/27/1930,F,W,i@gmail.com,77064,CA,9796542356,Gorge Bush,1,A9,5,5,0
205,1000001976,JEAN EWART,ABERNATHY,08/27/1930,F,B,m@gmail.com,77064,CA,9796542356,Gorge Bush,1,B13,5,5,0
206,1000001972,JEAN EWART,ABERNATHY,08/28/1930,F,W,j@gmail.com,77064,CA,9796542356,Gorge Bush,1,A10,5,5,0
206,1000001972,JEAN EWART,ABERNATHY,08/28/1930,F,W,k@gmail.com,77064,CA,9796542356,Gorge Bush,1,A11,5,5,0
207,1000001972,JEAN EWART,ABERNATHY,08/28/1930,F,W,j@gmail.com,77064,CA,9796542356,Gorge Bush,1,A10,5,5,0
207,1000001972,JEAN EWART,ABERNATHY,08/28/1930,F,W,j@gmail.com,77064,CA,9796542356,Gorge Bush,1,B10,5,5,0
208,1000001972,JEAN EWART,ABERNATHY,08/28/1930,F,W,j@gmail.com,77064,CA,9796542356,Gorge Bush,1,A10,5,5,0
208,1000001972,JEAN EWART,ABERNATHY,08/28/1930,F,W,k@gmail.com,77064,CA,9796542356,Gorge Bush,1,B11,5,5,0
209,1000013651,CLARETTA,ADAMS,10/31/1944,F,B,n@gmail.com,77840,TX,9796542356,ADAMS,1,A14,6,6,0
209,1000013655,CLARETTA,ADAMS,10/31/1944,F,B,o@gmail.com,77840,Tx,9796542356,ADAMS,1,A15,6,6,0
210,1000013651,CLARETTA,ADAMS,10/31/1944,F,B,n@gmail.com,77840,TX,9796542356,ADAMS,1,A14,6,6,0
210,1000013651,CLARETTA,ADAMS,10/31/1944,M,B,r@gmail.com,77064,TX,6636500439,ADAMS,1,A18,6,6,0
211,1000013651,CLARETTA,ADAMS,10/31/1944,F,B,n@gmail.com,77840,TX,9796542356,ADAMS,1,A14,6,6,0
211,1000013651,CLARETTA,ADAMS,10/31/1944,F,W,s@gmail.com,77064,Tx,6636500439,ADAMS,1,A19,6,6,0
212,1000013651,CLARETTA,ADAMS,10/31/1944,F,B,n@gmail.com,77840,TX,9796542356,ADAMS,1,A14,6,6,0
212,1000013651,CLARETTA,ADAMS,10/31/1944,F,B,n@gmail.com,77840,TX,9796542356,ADAMS,1,B14,6,6,0
213,1000013651,CLARETTA,ADAMS,10/31/1944,F,B,n@gmail.com,77840,TX,9796542356,ADAMS,1,A14,6,6,0
213,1000013655,CLARETTA,ADAMS,10/31/1944,F,B,o@gmail.com,77840,Tx,9796542356,ADAMS,1,B15,6,6,0
214,1000013651,CLARETTA,ADAMS,10/31/1944,F,B,n@gmail.com,77840,TX,9796542356,ADAMS,1,A14,6,6,0
214,1000013651,CLARETTA,ADAMS,10/31/1944,M,B,r@gmail.com,77064,TX,6636500439,ADAMS,1,B18,6,6,0
215,1000013651,CLARETTA,ADAMS,10/31/1944,F,B,n@gmail.com,77840,TX,9796542356,ADAMS,1,A14,6,6,0
215,1000013651,CLARETTA,ADAMS,10/31/1944,F,W,s@gmail.com,77064,Tx,6636500439,ADAMS,1,B19,6,6,0
216,1000013651,CLARETTA,ADAMS,10/31/1945,F,B,q@gmail.com,77840,TX,6636500439,ADAMS,1,A17,6,6,0
216,1000013651,CLARETTA,ADAMS,10/31/1945,F,B,q@gmail.com,77840,TX,6636500439,ADAMS,1,B17,6,6,0
217,1000013651,CLARETTA,ADAMS,10/31/1946,F,B,p@gmail.com,77840,TX,9796542356,ADAMS,1,A16,6,6,0
217,1000013651,CLARETTA,ADAMS,10/31/1946,F,B,p@gmail.com,77840,TX,9796542356,ADAMS,1,B16,6,6,0
218,1000000657,LYNN,WILDING,07/01/1946,M,W,e@gmail.com,77843,NY,9791233445,JEAN EWART,1,A5,8,8,0
218,1000000657,LYNN,WILDING,07/01/1946,M,W,e@gmail.com,77843,NY,9791233445,JEAN EWART,1,B5,8,8,0
219,1000000657,LYNN,WILDING,07/04/1946,M,W,b@gmail.com,77840,TX,2188765432,AMAA,1,A2,8,8,0
219,1000000657,LYNN,WILDING,07/04/1946,M,W,a@gmail.com,77845,TX,2188765432,AMAB,1,A1,8,8,0
220,1000000657,LYNN,WILDING,07/04/1946,M,W,b@gmail.com,77840,TX,2188765432,AMAA,1,A2,8,8,0
220,1000000657,LYNN,WILDING,07/04/1946,F,W,f@gmail.com,77840,NY,2188765432,LYNN I,1,A6,8,8,0
221,1000000657,LYNN,WILDING,07/04/1946,M,W,b@gmail.com,77840,TX,2188765432,AMAA,1,A2,8,8,0
221,1000000657,LYNN,WILDING,07/04/1946,M,B,g@gmail.com,77840,NY,9798898889,JEAN EWART,1,A7,8,8,0
222,1000000657,LYNN,WILDING,07/04/1946,M,W,b@gmail.com,77840,TX,2188765432,AMAA,1,A2,8,8,0
222,1000000657,LYNN,WILDING,07/04/1946,M,B,h@gmail.com,77840,NY,9798888889,WILDING,1,A8,8,8,0
223,1000000657,LYNN,WILDING,07/04/1946,M,W,b@gmail.com,77840,TX,2188765432,AMAA,1,A2,8,8,0
223,1000000657,LYNN,WILDING,07/04/1946,M,W,a@gmail.com,77845,TX,2188765432,AMAB,1,B1,8,8,0
224,1000000657,LYNN,WILDING,07/04/1946,M,W,b@gmail.com,77840,TX,2188765432,AMAA,1,A2,8,8,0
224,1000000657,LYNN,WILDING,07/04/1946,M,W,b@gmail.com,77840,TX,2188765432,AMAA,1,B2,8,8,0
225,1000000657,LYNN,WILDING,07/04/1946,M,W,b@gmail.com,77840,TX,2188765432,AMAA,1,A2,8,8,0
225,1000000657,LYNN,WILDING,07/04/1946,F,W,f@gmail.com,77840,NY,2188765432,LYNN I,1,B6,8,8,0
226,1000000657,LYNN,WILDING,07/04/1946,M,W,b@gmail.com,77840,TX,2188765432,AMAA,1,A2,8,8,0
226,1000000657,LYNN,WILDING,07/04/1946,M,B,g@gmail.com,77840,NY,9798898889,JEAN EWART,1,B7,8,8,0
227,1000000657,LYNN,WILDING,07/04/1946,M,W,b@gmail.com,77840,TX,2188765432,AMAA,1,A2,8,8,0
227,1000000657,LYNN,WILDING,07/04/1946,M,B,h@gmail.com,77840,NY,9798888889,WILDING,1,B8,8,8,0
228,1000000623,LYNN,WILDING,07/05/1946,M,W,c@gmail.com,77843,TX,2188765432,JAMES,1,A3,8,8,0
228,1000000623,LYNN,WILDING,07/05/1946,M,W,d@gmail.com,77843,TX,9796542356,PAUL,1,A4,8,8,0
229,1000000623,LYNN,WILDING,07/05/1946,M,W,c@gmail.com,77843,TX,2188765432,JAMES,1,A3,8,8,0
229,1000000623,LYNN,WILDING,07/05/1946,M,W,c@gmail.com,77843,TX,2188765432,JAMES,1,B3,8,8,0
230,1000000623,LYNN,WILDING,07/05/1946,M,W,c@gmail.com,77843,TX,2188765432,JAMES,1,A3,8,8,0
230,1000000623,LYNN,WILDING,07/05/1946,M,W,d@gmail.com,77843,TX,9796542356,PAUL,1,B4,8,8,0
